TICKER,Authority,Calamity,Call,Childhood,Civilians,Civilization,Complex,Confront,Cycles,Death,Defcon,Destruction,Development,Doomsday,Dreamers,Duty,Eroticism,Forget,God,History,Indians,Jack,Japan,Justice,Land,Launch,Malfunction,Man,Nature,Normality,Nukes,Others,Russians,Scientists,Time,War
55,-0.04375559,-0.08384498,11.9297,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.1201723,-0.04375559,-0.04375559,-0.04375559,-0.04375559,-0.04375559,13.13789,9.507031,-0.09470012,-0.204112,-0.04375559,-0.09470012,-0.04375559,-0.04375559,-0.04375559,-0.09470012,-0.06922787
56,-0.04475559,-0.08603499,11.9287,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.1232723,-0.04475559,-0.04475559,-0.04475559,-0.04475559,-0.04475559,13.13409,9.506031,-0.09710012,-0.209872,-0.04475559,-0.09710012,-0.04475559,-0.04475559,-0.04475559,-0.09710012,-0.07092787
57,-0.04575558,-0.088225,11.9277,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.1263723,-0.04575558,-0.04575558,-0.04575558,-0.04575558,-0.04575558,13.13029,9.505031,-0.09950011,-0.215632,-0.04575558,-0.09950011,-0.04575558,-0.04575558,-0.04575558,-0.09950011,-0.07262787
58,-0.04629312,-0.08878311,11.80771,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.1272241,-0.04629312,-0.04629312,-0.04629312,-0.04629312,-0.04629312,13.77159,9.409214,-0.1002472,-0.2162517,-0.04629312,-0.1002472,-0.04629312,-0.04629312,-0.04629312,-0.1002472,-0.07327018
59,-0.04682019,-0.08930686,11.68865,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.1280277,-0.04682019,-0.04682019,-0.04682019,-0.04682019,-0.04682019,14.17519,9.314131,-0.1009586,-0.2167654,-0.04682019,-0.1009586,-0.04682019,-0.04682019,-0.04682019,-0.1009586,-0.07388943
60,-0.04782019,-0.09149687,11.68765,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.1311277,-0.04782019,-0.04782019,-0.04782019,-0.04782019,-0.04782019,14.17139,9.31313,-0.1033586,-0.2225254,-0.04782019,-0.1033586,-0.04782019,-0.04782019,-0.04782019,-0.1033586,-0.07558943
61,-0.04882019,-0.09368688,11.68665,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.1342277,-0.04882019,-0.04882019,-0.04882019,-0.04882019,-0.04882019,14.16759,9.31213,-0.1057586,-0.2282854,-0.04882019,-0.1057586,-0.04882019,-0.04882019,-0.04882019,-0.1057586,-0.07728942
62,-0.04962091,-0.09517456,11.6389,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.1363599,-0.04962091,-0.04962091,-0.04962091,-0.04962091,-0.04962091,14.64645,9.273885,-0.107447,-0.2318339,-0.04962091,-0.107447,-0.04962091,-0.04962091,-0.04962091,-0.107447,-0.07853397
63,-0.05031718,-0.09629457,11.56808,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.1379853,-0.05031718,-0.05031718,-0.05031718,-0.05031718,-0.05031718,14.81469,9.217247,-0.1087627,-0.234225,-0.05031718,-0.1087627,-0.05031718,-0.05031718,-0.05031718,-0.1087627,-0.07953995
64,-0.05131718,-0.09848458,11.56707,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.1410853,-0.05131718,-0.05131718,-0.05131718,-0.05131718,-0.05131718,14.81089,9.216247,-0.1111627,-0.239985,-0.05131718,-0.1111627,-0.05131718,-0.05131718,-0.05131718,-0.1111627,-0.08123995
65,-0.051804,-0.09886961,11.4504,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,-0.1416968,-0.051804,-0.051804,-0.051804,-0.051804,-0.051804,15.09055,9.123084,-0.1117326,-0.2400646,-0.051804,-0.1117326,-0.051804,-0.051804,-0.051804,-0.1117326,-0.08176833
66,-0.0522812,-0.09922843,11.33518,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.1422693,-0.0522812,-0.0522812,-0.0522812,-0.0522812,-0.0522812,15.36998,9.031077,-0.1122734,-0.2400682,-0.0522812,-0.1122734,-0.0522812,-0.0522812,-0.0522812,-0.1122734,-0.08227733
67,-0.05275839,-0.09959403,11.22083,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.1428487,-0.05275839,-0.05275839,-0.05275839,-0.05275839,-0.05275839,15.64536,8.939767,-0.1128187,-0.240099,-0.05275839,-0.1128187,-0.05275839,-0.05275839,-0.05275839,-0.1128187,-0.08278858
68,-0.05375839,-0.101784,11.21983,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.1459487,-0.05375839,-0.05375839,-0.05375839,-0.05375839,-0.05375839,15.64156,8.938766,-0.1152187,-0.245859,-0.05375839,-0.1152187,-0.05375839,-0.05375839,-0.05375839,-0.1152187,-0.08448858
69,-0.05475839,-0.1039741,11.21883,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.1490487,-0.05475839,-0.05475839,-0.05475839,-0.05475839,-0.05475839,15.63776,8.937766,-0.1176187,-0.251619,-0.05475839,-0.1176187,-0.05475839,-0.05475839,-0.05475839,-0.1176187,-0.08618858
